ORDER	19	0	95	2066361	2074682
ORDER	20	0	55	3121336	3129657
ORDER	57	0	46	3121336	3129657
ORDER	91	0	51	3354195	3362516
ORDER	117	0	31	3354195	3362516
ORDER	123	0	78	3354195	3362516
ORDER	130	0	72	3362516	3370837
ORDER	144	0	76	3362516	3370837
ORDER	161	0	84	3370837	3379158
ORDER	166	0	60	3370837	3379158
ORDER	175	0	2	3370837	3379158
ORDER	195	0	45	3379158	3387479
ORDER	196	0	96	3379158	3387479
ORDER	213	0	94	3387479	3395800
ORDER	215	0	5	3387479	3395800
ORDER	220	0	20	3387479	3395800
ORDER	225	0	33	3387479	3395800
ORDER	225	0	16	3395800	3404121
ORDER	226	0	65	3395800	3404121
ORDER	242	0	11	3395800	3404121
ORDER	246	0	38	3395800	3404121
ORDER	250	0	20	3395800	3404121
ORDER	260	0	49	3404121	3412442
ORDER	270	0	60	3404121	3412442
ORDER	282	0	49	3404121	3412442
ORDER	294	0	37	3412442	3420763
ORDER	295	0	97	3412442	3420763
ORDER	297	0	70	3420763	3429084
ORDER	319	0	22	3420763	3429084
ORDER	330	0	63	3420763	3429084
ORDER	330	0	22	3429084	3437405
ORDER	334	0	12	3429084	3437405
ORDER	335	0	46	3429084	3437405
ORDER	338	0	54	3429084	3437405
ORDER	353	0	82	3437405	3445726
ORDER	359	0	61	3437405	3445726
ORDER	359	0	39	3445726	3454047
ORDER	360	0	88	3445726	3454047
ORDER	363	0	37	3445726	3454047
ORDER	363	0	42	3454047	3462368
ORDER	376	0	47	3454047	3462368
ORDER	395	0	56	3454047	3462368
ORDER	421	0	3	3454047	3462368
ORDER	458	0	14	3454047	3462368
ORDER	461	0	79	3462368	3470689
ORDER	468	0	42	3462368	3470689
ORDER	475	0	3	3462368	3470689
ORDER	493	0	42	3462368	3470689
ORDER	493	0	42	3470689	3479010
ORDER	518	0	95	3470689	3479010
ORDER	539	0	2	3470689	3479010
ORDER	548	0	15	3470689	3479010
ORDER	567	0	86	3479010	3487331
ORDER	612	0	79	3479010	3487331
ORDER	615	0	39	3487331	3495652
ORDER	630	0	27	3487331	3495652
ORDER	632	0	69	3487331	3495652
ORDER	649	0	17	3487331	3495652
ORDER	656	0	29	3495652	3503973
ORDER	664	0	73	3495652	3503973
ORDER	679	0	62	3495652	3503973
ORDER	679	0	5	3503973	3512294
ORDER	694	0	39	3503973	3512294
ORDER	695	0	59	3503973	3512294
ORDER	714	0	11	3503973	3512294
ORDER	722	0	42	3503973	3512294
ORDER	722	0	36	3512294	3520615
ORDER	724	0	81	3512294	3520615
ORDER	726	0	40	3512294	3520615
ORDER	726	0	21	3520615	3528936
ORDER	728	0	60	3520615	3528936
ORDER	733	0	85	3520615	3528936
ORDER	733	0	14	3528936	3537257
ORDER	736	0	42	3528936	3537257
ORDER	744	0	31	3528936	3537257
ORDER	752	0	59	3528936	3537257
ORDER	762	0	32	3537257	3545578
ORDER	771	0	61	3537257	3545578
ORDER	776	0	6	3537257	3545578
ORDER	794	0	43	3537257	3545578
ORDER	794	0	41	3545578	3553899
ORDER	803	0	72	3545578	3553899
ORDER	809	0	41	3545578	3553899
ORDER	810	0	75	3553899	3562220
ORDER	841	0	84	3553899	3562220
ORDER	845	0	7	3553899	3562220
ORDER	845	0	8	3562220	3570541
ORDER	846	0	10	3562220	3570541
ORDER	847	0	31	3562220	3570541
ORDER	861	0	68	3562220	3570541
ORDER	874	0	30	3562220	3570541
ORDER	881	0	17	3562220	3570541
ORDER	881	0	36	3570541	3578862
ORDER	884	0	92	3570541	3578862
ORDER	887	0	6	3570541	3578862
ORDER	893	0	30	3570541	3578862
ORDER	893	0	9	3578862	3587183
ORDER	905	0	55	3578862	3587183
ORDER	934	0	9	3578862	3587183
ORDER	957	0	25	3578862	3587183
ORDER	969	0	30	3578862	3587183
ORDER	972	0	36	3578862	3587183
ORDER	972	0	12	3587183	3595504
ORDER	982	0	74	3587183	3595504
ORDER	994	0	65	3587183	3595504
ORDER	996	0	91	3595504	3603825
ORDER	2	1	93	1059490	1100461
ORDER	17	1	4	1306652	1347623
ORDER	21	1	50	1306652	1347623
ORDER	34	1	81	2475463	2516434
ORDER	39	1	84	2537022	2577993
ORDER	45	1	94	2537022	2577993
ORDER	55	1	61	2678400	2719371
ORDER	61	1	95	2678400	2719371
ORDER	65	1	23	2678400	2719371
ORDER	65	1	45	2719371	2760342
ORDER	70	1	55	2719371	2760342
ORDER	76	1	78	2719371	2760342
ORDER	84	1	89	2760342	2801313
ORDER	96	1	57	2760342	2801313
ORDER	105	1	7	2760342	2801313
ORDER	108	1	3	2760342	2801313
ORDER	110	1	45	2801313	2842284
ORDER	122	1	17	2801313	2842284
ORDER	132	1	58	2801313	2842284
ORDER	159	1	25	2801313	2842284
ORDER	173	1	32	2801313	2842284
ORDER	173	1	9	2842284	2883255
ORDER	176	1	79	3102432	3143403
ORDER	179	1	89	3102432	3143403
ORDER	186	1	76	3143403	3184374
ORDER	191	1	77	3143403	3184374
ORDER	198	1	95	3325800	3366771
ORDER	199	1	49	3325800	3366771
ORDER	221	1	33	3325800	3366771
ORDER	221	1	48	3366771	3407742
ORDER	228	1	31	3366771	3407742
ORDER	257	1	10	3366771	3407742
ORDER	259	1	49	3366771	3407742
ORDER	283	1	14	3366771	3407742
ORDER	286	1	25	3366771	3407742
ORDER	286	1	68	3407742	3448713
ORDER	314	1	83	3407742	3448713
ORDER	318	1	27	3407742	3448713
