ORDER	1	0	74	41353	73438
ORDER	2	0	36	41353	73438
ORDER	2	0	26	73438	105523
ORDER	9	0	94	105523	137608
ORDER	14	0	40	137608	169693
ORDER	18	0	1	784655	816740
ORDER	19	0	60	784655	816740
ORDER	21	0	40	784655	816740
ORDER	21	0	19	816740	848825
ORDER	22	0	10	816740	848825
ORDER	28	0	16	848825	880910
ORDER	39	0	36	848825	880910
ORDER	40	0	59	848825	880910
ORDER	40	0	20	880910	912995
ORDER	45	0	90	880910	912995
ORDER	46	0	18	912995	945080
ORDER	49	0	92	912995	945080
ORDER	55	0	38	945080	977165
ORDER	59	0	17	945080	977165
ORDER	62	0	45	945080	977165
ORDER	67	0	41	977165	1009250
ORDER	69	0	13	977165	1009250
ORDER	71	0	27	977165	1009250
ORDER	80	0	33	977165	1009250
ORDER	80	0	22	1209600	1241685
ORDER	81	0	84	1209600	1241685
ORDER	86	0	9	1209600	1241685
ORDER	86	0	54	1241685	1273770
ORDER	87	0	34	1241685	1273770
ORDER	92	0	26	1241685	1273770
ORDER	92	0	16	1273770	1305855
ORDER	93	0	76	1273770	1305855
ORDER	95	0	27	1305855	1337940
ORDER	97	0	83	1305855	1337940
ORDER	98	0	46	1337940	1370025
ORDER	0	0	68	1376979	1399428
ORDER	3	0	32	1376979	1399428
ORDER	3	0	19	1399428	1421877
ORDER	5	0	14	1399428	1421877
ORDER	8	0	61	1399428	1421877
ORDER	10	0	48	1421877	1444326
ORDER	12	0	39	1421877	1444326
ORDER	13	0	100	1444326	1466775
ORDER	16	0	12	1444326	1466775
ORDER	17	0	3	1444326	1466775
ORDER	23	0	17	1466775	1489224
ORDER	25	0	29	1466775	1489224
ORDER	26	0	67	1466775	1489224
ORDER	26	0	32	1489224	1511673
ORDER	27	0	58	1489224	1511673
ORDER	30	0	86	1511673	1534122
ORDER	32	0	22	1511673	1534122
ORDER	32	0	40	1534122	1556571
ORDER	33	0	2	1534122	1556571
ORDER	34	0	59	1534122	1556571
ORDER	36	0	90	1556571	1579020
ORDER	37	0	25	1556571	1579020
ORDER	37	0	75	1579020	1601469
ORDER	41	0	15	1579020	1601469
ORDER	43	0	11	1579020	1601469
ORDER	47	0	15	1579020	1601469
ORDER	47	0	45	1601469	1623918
ORDER	48	0	5	1601469	1623918
ORDER	52	0	63	1601469	1623918
ORDER	58	0	4	1601469	1623918
ORDER	58	0	8	1814400	1836849
ORDER	60	0	18	1814400	1836849
ORDER	63	0	28	1814400	1836849
ORDER	68	0	57	1814400	1836849
ORDER	68	0	36	1836849	1859298
ORDER	72	0	28	1836849	1859298
ORDER	74	0	10	1836849	1859298
ORDER	75	0	96	1859298	1881747
ORDER	77	0	19	1859298	1881747
ORDER	77	0	10	1881747	1904196
ORDER	84	0	64	1881747	1904196
ORDER	88	0	15	1881747	1904196
ORDER	90	0	28	1881747	1904196
ORDER	90	0	7	1904196	1926645
ORDER	96	0	49	1904196	1926645
ORDER	99	0	49	1904196	1926645
ORDER	99	0	42	1926645	1949094
ORDER	4	0	2	1978365	2011708
ORDER	6	0	30	1978365	2011708
ORDER	7	0	84	1978365	2011708
ORDER	11	0	51	2011708	2045051
ORDER	15	0	3	2011708	2045051
ORDER	20	0	58	2011708	2045051
ORDER	24	0	87	2045051	2078394
ORDER	29	0	29	2045051	2078394
ORDER	29	0	65	2078394	2111737
ORDER	31	0	37	2078394	2111737
ORDER	31	0	35	2111737	2145080
ORDER	35	0	72	2111737	2145080
ORDER	38	0	53	2145080	2178423
ORDER	42	0	39	2145080	2178423
ORDER	42	0	28	2178423	2211766
ORDER	44	0	4	2178423	2211766
ORDER	50	0	80	2178423	2211766
ORDER	51	0	37	2211766	2245109
ORDER	53	0	37	2211766	2245109
ORDER	54	0	41	2211766	2245109
ORDER	56	0	85	2419200	2452543
ORDER	57	0	11	2419200	2452543
ORDER	61	0	93	2452543	2485886
ORDER	64	0	19	2452543	2485886
ORDER	64	0	42	2485886	2519229
ORDER	65	0	9	2485886	2519229
ORDER	66	0	66	2485886	2519229
ORDER	66	0	34	2519229	2552572
ORDER	70	0	37	2519229	2552572
ORDER	73	0	98	2552572	2585915
ORDER	76	0	80	2585915	2619258
ORDER	78	0	24	2585915	2619258
ORDER	79	0	70	2619258	2652601
ORDER	82	0	42	2619258	2652601
ORDER	82	0	36	2652601	2685944
ORDER	83	0	48	2652601	2685944
ORDER	85	0	3	2652601	2685944
ORDER	89	0	50	2685944	2719287
ORDER	91	0	2	2685944	2719287
ORDER	94	0	5	2685944	2719287
COMBI	0	1370025	1376979
COMBI	0	1949094	1978365
