ORDER	278	0	105	950002	959306
ORDER	279	0	619	1437431	1446735
ORDER	346	0	597	1437431	1446735
ORDER	346	0	126	1446735	1456039
ORDER	502	0	968	1446735	1456039
ORDER	509	0	85	1446735	1456039
ORDER	651	0	782	1456039	1465343
ORDER	700	0	296	1456039	1465343
ORDER	708	0	165	1456039	1465343
ORDER	708	0	546	1465343	1474647
ORDER	840	0	632	1465343	1474647
ORDER	1040	0	888	1474647	1483951
ORDER	1117	0	112	2233478	2242782
ORDER	1362	0	721	2233478	2242782
ORDER	1555	0	210	2233478	2242782
ORDER	1777	0	145	2233478	2242782
ORDER	1777	0	792	2242782	2252086
ORDER	1850	0	449	2242782	2252086
ORDER	1850	0	324	2252086	2261390
ORDER	2030	0	761	2252086	2261390
ORDER	2064	0	897	2801059	2810363
ORDER	2067	0	247	2801059	2810363
ORDER	2087	0	98	2801059	2810363
ORDER	2087	0	644	2810363	2819667
ORDER	2526	0	504	2810363	2819667
ORDER	2570	0	96	2810363	2819667
ORDER	2570	0	184	2819667	2828971
ORDER	2659	0	142	2819667	2828971
ORDER	2822	0	310	2819667	2828971
ORDER	2824	0	405	2819667	2828971
ORDER	2856	0	188	2819667	2828971
ORDER	2856	0	300	2828971	2838275
ORDER	2891	0	915	2828971	2838275
ORDER	2891	0	74	2838275	2847579
ORDER	2940	0	318	2838275	2847579
ORDER	2985	0	451	2838275	2847579
ORDER	2992	0	359	2838275	2847579
ORDER	2992	0	627	2847579	2856883
ORDER	3362	0	478	2847579	2856883
ORDER	3424	0	858	2856883	2866187
ORDER	3462	0	378	2856883	2866187
ORDER	3462	0	507	2866187	2875491
ORDER	3588	0	586	2866187	2875491
ORDER	3724	0	14	2866187	2875491
ORDER	3810	0	262	2875491	2884795
ORDER	3862	0	235	2875491	2884795
ORDER	3904	0	619	2875491	2884795
ORDER	4074	0	128	2875491	2884795
ORDER	4074	0	585	2884795	2894099
ORDER	4281	0	986	3745895	3755199
ORDER	4438	0	202	3745895	3755199
ORDER	4438	0	364	3755199	3764503
ORDER	4537	0	669	3755199	3764503
ORDER	4564	0	121	3755199	3764503
ORDER	4564	0	678	3764503	3773807
ORDER	4615	0	343	3764503	3773807
ORDER	4662	0	162	3764503	3773807
ORDER	4720	0	54	3764503	3773807
ORDER	4720	0	69	3773807	3783111
ORDER	4789	0	361	3773807	3783111
ORDER	4966	0	683	3773807	3783111
ORDER	4979	0	89	3773807	3783111
ORDER	4979	0	94	3783111	3792415
ORDER	5089	0	893	3783111	3792415
ORDER	5212	0	225	3783111	3792415
ORDER	5212	0	735	3792415	3801719
ORDER	5351	0	42	3792415	3801719
ORDER	5385	0	395	3792415	3801719
ORDER	5432	0	899	3801719	3811023
ORDER	5577	0	333	3801719	3811023
ORDER	5577	0	249	3811023	3820327
ORDER	5640	0	75	3811023	3820327
ORDER	5648	0	840	3811023	3820327
ORDER	5693	0	24	3811023	3820327
ORDER	6069	0	528	3820327	3829631
ORDER	6136	0	534	3820327	3829631
ORDER	6136	0	454	3829631	3838935
ORDER	6244	0	110	3829631	3838935
ORDER	6328	0	402	3829631	3838935
ORDER	6409	0	167	3829631	3838935
ORDER	6591	0	103	3829631	3838935
ORDER	6591	0	880	3838935	3848239
ORDER	6598	0	179	3838935	3848239
ORDER	6850	0	146	3838935	3848239
ORDER	6850	0	639	3848239	3857543
ORDER	7183	0	421	3848239	3857543
ORDER	7198	0	184	3848239	3857543
ORDER	7198	0	811	3857543	3866847
ORDER	7227	0	431	3857543	3866847
ORDER	7227	0	540	3866847	3876151
ORDER	7295	0	425	3866847	3876151
ORDER	7438	0	553	3876151	3885455
ORDER	7452	0	254	3876151	3885455
ORDER	8007	0	139	3876151	3885455
ORDER	8065	0	290	3876151	3885455
ORDER	8065	0	81	3885455	3894759
ORDER	8185	0	10	3885455	3894759
ORDER	8188	0	54	3885455	3894759
ORDER	8205	0	948	3885455	3894759
ORDER	8219	0	108	3885455	3894759
ORDER	8219	0	483	3894759	3904063
ORDER	8297	0	698	3894759	3904063
ORDER	8297	0	90	3904063	3913367
ORDER	8665	0	618	3904063	3913367
ORDER	9183	0	447	3904063	3913367
ORDER	9432	0	81	3904063	3913367
ORDER	9432	0	903	3913367	3922671
ORDER	9507	0	333	3913367	3922671
ORDER	9507	0	384	3922671	3931975
ORDER	9603	0	699	3922671	3931975
ORDER	9603	0	243	3931975	3941279
ORDER	9644	0	35	3931975	3941279
ORDER	9860	0	948	3931975	3941279
ORDER	9915	0	871	3941279	3950583
ORDER	6	1	567	4147200	4159598
ORDER	66	1	823	4147200	4159598
ORDER	66	1	138	4159598	4171996
ORDER	311	1	5	4159598	4171996
ORDER	400	1	719	4159598	4171996
ORDER	646	1	521	4159598	4171996
ORDER	646	1	228	4171996	4184394
ORDER	717	1	424	4171996	4184394
ORDER	929	1	451	4171996	4184394
ORDER	973	1	218	4171996	4184394
ORDER	973	1	184	4184394	4196792
ORDER	1268	1	414	4184394	4196792
ORDER	1447	1	180	4184394	4196792
ORDER	1576	1	382	4184394	4196792
ORDER	1605	1	227	4184394	4196792
ORDER	1605	1	285	4196792	4209190
ORDER	1857	1	51	4196792	4209190
ORDER	1860	1	694	4196792	4209190
ORDER	1950	1	304	4196792	4209190
ORDER	1950	1	300	4209190	4221588
ORDER	2062	1	632	4209190	4221588
ORDER	2198	1	425	4209190	4221588
ORDER	2198	1	320	4492800	4505198
ORDER	2343	1	638	4492800	4505198
ORDER	2513	1	377	4492800	4505198
ORDER	2513	1	280	4505198	4517596
ORDER	2523	1	55	4505198	4517596
ORDER	2525	1	584	4505198	4517596
ORDER	2771	1	470	4505198	4517596
ORDER	2771	1	36	4517596	4529994
ORDER	2772	1	743	4517596	4529994
ORDER	3114	1	609	4517596	4529994
ORDER	3114	1	320	4529994	4542392
ORDER	3292	1	1000	4529994	4542392
ORDER	3733	1	602	4542392	4554790
ORDER	3781	1	672	4542392	4554790
ORDER	4022	1	996	4554790	4567188
ORDER	4039	1	333	4554790	4567188
ORDER	4039	1	207	4567188	4579586
ORDER	4125	1	489	4567188	4579586
ORDER	4135	1	669	4567188	4579586
ORDER	4174	1	224	4579586	4591984
ORDER	4474	1	749	4579586	4591984
ORDER	4524	1	346	4579586	4591984
ORDER	4524	1	609	4591984	4604382
ORDER	4532	1	21	4591984	4604382
ORDER	4635	1	744	4591984	4604382
ORDER	4635	1	45	4604382	4616780
ORDER	4675	1	122	4604382	4616780
ORDER	4684	1	493	4604382	4616780
ORDER	4691	1	717	4604382	4616780
ORDER	4699	1	522	4616780	4629178
ORDER	4711	1	863	4616780	4629178
