ORDER	1	1	35	3024000	3029903
ORDER	7	1	30	3029903	3035806
ORDER	12	1	3	3029903	3035806
ORDER	28	1	22	3035806	3041709
ORDER	31	1	19	3041709	3047612
ORDER	38	1	7	3078711	3084614
ORDER	48	1	22	3078711	3084614
ORDER	56	1	36	3084614	3090517
ORDER	85	1	30	3090517	3096420
ORDER	91	1	11	3096420	3102323
ORDER	95	1	1	3096420	3102323
ORDER	100	1	22	3336758	3342661
ORDER	102	1	2	3336758	3342661
ORDER	110	1	20	3342661	3348564
ORDER	137	1	24	3348564	3354467
ORDER	140	1	4	3348564	3354467
ORDER	152	1	11	3354467	3360370
ORDER	175	1	13	3354467	3360370
ORDER	185	1	12	3354467	3360370
ORDER	199	1	35	3360370	3366273
ORDER	217	1	10	3366273	3372176
ORDER	227	1	11	3366273	3372176
ORDER	254	1	10	3366273	3372176
ORDER	286	1	33	3372176	3378079
ORDER	303	1	4	3378079	3383982
ORDER	306	1	16	3378079	3383982
ORDER	325	1	34	3383982	3389885
ORDER	334	1	30	3389885	3395788
ORDER	355	1	34	3395788	3401691
ORDER	361	1	5	3401691	3407594
ORDER	362	1	17	3401691	3407594
ORDER	384	1	6	3401691	3407594
ORDER	388	1	20	3407594	3413497
ORDER	390	1	15	3407594	3413497
ORDER	402	1	2	3413497	3419400
ORDER	419	1	18	3413497	3419400
ORDER	424	1	1	3413497	3419400
ORDER	432	1	24	3419400	3425303
ORDER	437	1	25	3425303	3431206
ORDER	449	1	23	3431206	3437109
ORDER	461	1	7	3431206	3437109
ORDER	470	1	34	3437109	3443012
ORDER	471	1	26	3443012	3448915
ORDER	478	1	2	3443012	3448915
ORDER	488	1	35	3448915	3454818
ORDER	498	1	15	3454818	3460721
ORDER	513	1	23	3460721	3466624
ORDER	516	1	27	3466624	3472527
ORDER	524	1	35	3472527	3478430
ORDER	558	1	14	3478430	3484333
ORDER	559	1	21	3478430	3484333
ORDER	567	1	9	3484333	3490236
ORDER	585	1	25	3484333	3490236
ORDER	590	1	1	3484333	3490236
ORDER	591	1	18	3490236	3496139
ORDER	592	1	24	3496139	3502042
ORDER	601	1	24	3502042	3507945
ORDER	604	1	35	3507945	3513848
ORDER	605	1	35	3513848	3519751
ORDER	611	1	34	3519751	3525654
ORDER	612	1	2	3519751	3525654
ORDER	624	1	26	3525654	3531557
ORDER	633	1	4	3525654	3531557
ORDER	636	1	30	3531557	3537460
ORDER	645	1	18	3537460	3543363
ORDER	655	1	21	3543363	3549266
ORDER	671	1	25	3549266	3555169
ORDER	687	1	17	3555169	3561072
ORDER	692	1	34	3561072	3566975
ORDER	717	1	1	3561072	3566975
ORDER	719	1	30	3566975	3572878
ORDER	726	1	8	3572878	3578781
ORDER	756	1	36	3578781	3584684
ORDER	760	1	30	3584684	3590587
ORDER	767	1	36	3590587	3596490
ORDER	780	1	27	3596490	3602393
ORDER	785	1	12	3602393	3608296
ORDER	795	1	32	3608296	3614199
ORDER	797	1	24	3614199	3620102
ORDER	799	1	22	3620102	3626005
ORDER	819	1	34	3626005	3631908
ORDER	828	1	35	3631908	3637811
ORDER	835	1	33	3637811	3643714
ORDER	842	1	2	3637811	3643714
ORDER	866	1	35	3643714	3649617
ORDER	867	1	2	3649617	3655520
ORDER	885	1	20	3649617	3655520
ORDER	889	1	16	3655520	3661423
ORDER	893	1	21	3661423	3667326
ORDER	895	1	29	3667326	3673229
ORDER	917	1	24	3673229	3679132
ORDER	935	1	18	3679132	3685035
ORDER	952	1	27	3685035	3690938
ORDER	958	1	3	3685035	3690938
ORDER	966	1	18	3690938	3696841
ORDER	990	1	8	3690938	3696841
ORDER	995	1	24	3696841	3702744
ORDER	2	0	52	777600	786860
ORDER	16	0	86	1674807	1684067
ORDER	25	0	128	3196800	3206060
ORDER	35	0	123	3206060	3215320
ORDER	50	0	70	3215320	3224580
ORDER	52	0	41	3215320	3224580
ORDER	70	0	95	3224580	3233840
ORDER	73	0	74	3224580	3233840
ORDER	80	0	17	3233840	3243100
ORDER	84	0	52	3233840	3243100
ORDER	93	0	114	3233840	3243100
ORDER	105	0	161	3243100	3252360
ORDER	116	0	180	3252360	3261620
ORDER	123	0	38	3261620	3270880
ORDER	127	0	181	3270880	3280140
ORDER	146	0	38	3280140	3289400
ORDER	153	0	100	3280140	3289400
ORDER	160	0	100	3289400	3298660
ORDER	196	0	28	3289400	3298660
ORDER	214	0	100	3298660	3307920
ORDER	226	0	83	3298660	3307920
ORDER	234	0	110	3307920	3317180
ORDER	251	0	25	3307920	3317180
ORDER	260	0	66	3317180	3326440
ORDER	271	0	90	3317180	3326440
ORDER	294	0	35	3326440	3335700
ORDER	301	0	13	3326440	3335700
ORDER	307	0	177	3345295	3354555
ORDER	335	0	2	3345295	3354555
ORDER	339	0	80	3354555	3363815
ORDER	350	0	173	3363815	3373075
ORDER	373	0	90	3373075	3382335
ORDER	382	0	54	3373075	3382335
ORDER	391	0	132	3382335	3391595
ORDER	393	0	171	3391595	3400855
ORDER	398	0	41	3400855	3410115
ORDER	403	0	74	3400855	3410115
ORDER	407	0	2	3446512	3455772
ORDER	410	0	87	3446512	3455772
